++++++++++++++++++++++++++++++++++++++++++
Initiating model: CUEURA1
++++++++++++++++++++++++++++++++++++++++++
+-----------------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+
|   Feature\Rois  | TP0 | FP0 | TN0 | FN0 | FScore0 | TP1 | FP1 | TN1 | FN1 | FScore1 | TP2 | FP2 | TN2 | FN2 | FScore2 | TP3 | FP3 | TN3 | FN3 | FScore3 | TP4 | FP4 | TN4 | FN4 | FScore4 |
|       BSIF      |  72 |  0  |  27 |  1  |   0.98  |  68 |  0  |  28 |  4  |   0.93  |  72 |  2  |  26 |  0  |   0.96  |  67 |  0  |  31 |  2  |   0.97  |  69 |  0  |  29 |  2  |   0.97  |
|       BSIF      |  70 |  2  |  26 |  2  |   0.93  |  67 |  1  |  27 |  5  |   0.9   |  72 |  2  |  26 |  0  |   0.96  |  67 |  0  |  29 |  4  |   0.94  |  68 |  1  |  27 |  4  |   0.92  |
|       BSIF      |  72 |  0  |  27 |  1  |   0.98  |  68 |  0  |  29 |  3  |   0.95  |  72 |  2  |  26 |  0  |   0.96  |  67 |  0  |  31 |  2  |   0.97  |  69 |  0  |  29 |  2  |   0.97  |
|     ALEXNET     |  68 |  4  |  25 |  3  |   0.88  |  68 |  0  |  23 |  9  |   0.84  |  71 |  3  |  24 |  2  |   0.91  |  65 |  2  |  31 |  2  |   0.94  |  67 |  2  |  24 |  7  |   0.84  |
|     ALEXNET     |  72 |  0  |  28 |  0  |   1.0   |  66 |  2  |  30 |  2  |   0.94  |  73 |  1  |  26 |  0  |   0.98  |  66 |  1  |  29 |  4  |   0.92  |  69 |  0  |  30 |  1  |   0.98  |
|     ALEXNET     |  71 |  1  |  26 |  2  |   0.95  |  66 |  2  |  24 |  8  |   0.83  |  74 |  0  |  23 |  3  |   0.94  |  65 |  2  |  31 |  2  |   0.94  |  69 |  0  |  26 |  5  |   0.91  |
|     ALEXNET     |  71 |  1  |  27 |  1  |   0.96  |  66 |  2  |  28 |  4  |   0.9   |  73 |  1  |  24 |  2  |   0.94  |  65 |  2  |  31 |  2  |   0.94  |  69 |  0  |  27 |  4  |   0.93  |
|     ALEXNET     |  71 |  1  |  26 |  2  |   0.95  |  68 |  0  |  27 |  5  |   0.92  |  74 |  0  |  25 |  1  |   0.98  |  67 |  0  |  28 |  5  |   0.92  |  69 |  0  |  26 |  5  |   0.91  |
|     ALEXNET     |  69 |  3  |  28 |  0  |   0.95  |  68 |  0  |  27 |  5  |   0.92  |  74 |  0  |  25 |  1  |   0.98  |  67 |  0  |  29 |  4  |   0.94  |  69 |  0  |  28 |  3  |   0.95  |
|     ALEXNET     |  71 |  1  |  26 |  2  |   0.95  |  68 |  0  |  28 |  4  |   0.93  |  73 |  1  |  24 |  2  |   0.94  |  67 |  0  |  31 |  2  |   0.97  |  69 |  0  |  26 |  5  |   0.91  |
|     ALEXNET     |  72 |  0  |  28 |  0  |   1.0   |  67 |  1  |  32 |  0  |   0.98  |  74 |  0  |  25 |  1  |   0.98  |  66 |  1  |  33 |  0  |   0.99  |  69 |  0  |  30 |  1  |   0.98  |
|      VGG_M      |  71 |  1  |  24 |  4  |   0.91  |  67 |  1  |  21 |  11 |   0.78  |  73 |  1  |  22 |  4  |   0.9   |  62 |  5  |  28 |  5  |   0.85  |  67 |  2  |  22 |  9  |   0.8   |
|      VGG_M      |  71 |  1  |  27 |  1  |   0.96  |  66 |  2  |  30 |  2  |   0.94  |  70 |  4  |  26 |  0  |   0.93  |  67 |  0  |  31 |  2  |   0.97  |  69 |  0  |  29 |  2  |   0.97  |
|      VGG_M      |  71 |  1  |  27 |  1  |   0.96  |  66 |  2  |  29 |  3  |   0.92  |  71 |  3  |  23 |  3  |   0.88  |  67 |  0  |  26 |  7  |   0.88  |  69 |  0  |  29 |  2  |   0.97  |
|      VGG_M      |  71 |  1  |  24 |  4  |   0.91  |  65 |  3  |  28 |  4  |   0.89  |  70 |  4  |  23 |  3  |   0.87  |  65 |  2  |  31 |  2  |   0.94  |  68 |  1  |  24 |  7  |   0.86  |
|      VGG_M      |  71 |  1  |  27 |  1  |   0.96  |  67 |  1  |  29 |  3  |   0.94  |  72 |  2  |  26 |  0  |   0.96  |  64 |  3  |  30 |  3  |   0.91  |  69 |  0  |  28 |  3  |   0.95  |
|      VGG_M      |  72 |  0  |  25 |  3  |   0.94  |  67 |  1  |  29 |  3  |   0.94  |  73 |  1  |  24 |  2  |   0.94  |  67 |  0  |  31 |  2  |   0.97  |  69 |  0  |  26 |  5  |   0.91  |
|      VGG_M      |  70 |  2  |  28 |  0  |   0.97  |  68 |  0  |  32 |  0  |   1.0   |  72 |  2  |  25 |  1  |   0.94  |  67 |  0  |  29 |  4  |   0.94  |  69 |  0  |  31 |  0  |   1.0   |
|      VGG_M      |  71 |  1  |  28 |  0  |   0.98  |  66 |  2  |  30 |  2  |   0.94  |  73 |  1  |  26 |  0  |   0.98  |  66 |  1  |  33 |  0  |   0.99  |  69 |  0  |  30 |  1  |   0.98  |
|    INCEPTION    |  70 |  2  |  23 |  5  |   0.87  |  66 |  2  |  26 |  6  |   0.87  |  74 |  0  |  24 |  2  |   0.96  |  67 |  0  |  27 |  6  |   0.9   |  69 |  0  |  27 |  4  |   0.93  |
|    INCEPTION    |  68 |  4  |  26 |  2  |   0.9   |  64 |  4  |  30 |  2  |   0.91  |  71 |  3  |  25 |  1  |   0.93  |  67 |  0  |  32 |  1  |   0.98  |  69 |  0  |  27 |  4  |   0.93  |
|    INCEPTION    |  68 |  4  |  27 |  1  |   0.92  |  66 |  2  |  28 |  4  |   0.9   |  70 |  4  |  24 |  2  |   0.89  |  66 |  1  |  29 |  4  |   0.92  |  69 |  0  |  26 |  5  |   0.91  |
|    INCEPTION    |  70 |  2  |  27 |  1  |   0.95  |  67 |  1  |  28 |  4  |   0.92  |  74 |  0  |  23 |  3  |   0.94  |  67 |  0  |  31 |  2  |   0.97  |  69 |  0  |  27 |  4  |   0.93  |
|    INCEPTION    |  72 |  0  |  26 |  2  |   0.96  |  66 |  2  |  30 |  2  |   0.94  |  72 |  2  |  23 |  3  |   0.9   |  66 |  1  |  28 |  5  |   0.9   |  67 |  2  |  28 |  3  |   0.92  |
|    INCEPTION    |  71 |  1  |  27 |  1  |   0.96  |  67 |  1  |  30 |  2  |   0.95  |  72 |  2  |  25 |  1  |   0.94  |  66 |  1  |  31 |  2  |   0.95  |  69 |  0  |  29 |  2  |   0.97  |
|    INCEPTION    |  71 |  1  |  26 |  2  |   0.95  |  67 |  1  |  30 |  2  |   0.95  |  72 |  2  |  25 |  1  |   0.94  |  67 |  0  |  30 |  3  |   0.95  |  68 |  1  |  28 |  3  |   0.93  |
|    INCEPTION    |  70 |  2  |  27 |  1  |   0.95  |  68 |  0  |  29 |  3  |   0.95  |  74 |  0  |  25 |  1  |   0.98  |  67 |  0  |  32 |  1  |   0.98  |  68 |  1  |  28 |  3  |   0.93  |
+-----------------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+
+-----------------+----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+
|     Feature     |          0           |          1           |          2           |          3           |          4           |          5           |          6           |          7           |
+-----------------+----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+
|   CORRELATION   | mean:0.68,std:0.109  | mean:0.648,std:0.146 | mean:0.486,std:0.08  | mean:0.484,std:0.074 | mean:0.628,std:0.046 | mean:0.574,std:0.099 | mean:0.322,std:0.073 | mean:0.54,std:0.102  |
|       SSIM      | mean:0.256,std:0.142 | mean:0.078,std:0.156 | mean:0.378,std:0.162 |   mean:0.0,std:0.0   | mean:0.198,std:0.109 |  mean:0.3,std:0.185  | mean:0.082,std:0.164 | mean:0.262,std:0.131 |
|       FSIM      | mean:0.38,std:0.202  | mean:0.014,std:0.028 |   mean:0.0,std:0.0   | mean:0.382,std:0.196 |   mean:0.0,std:0.0   |   mean:0.0,std:0.0   |   mean:0.0,std:0.0   |   mean:0.0,std:0.0   |
|     AVCIBAS     | mean:0.858,std:0.04  | mean:0.81,std:0.054  |   mean:0.0,std:0.0   | mean:0.734,std:0.071 | mean:0.102,std:0.139 |  mean:0.6,std:0.159  | mean:0.772,std:0.049 |   mean:0.0,std:0.0   |
|   STATISTICAL   | mean:0.58,std:0.041  | mean:0.336,std:0.063 | mean:0.082,std:0.164 | mean:0.508,std:0.074 | mean:0.384,std:0.063 | mean:0.608,std:0.047 |   mean:0.0,std:0.0   | mean:0.26,std:0.213  |
|       SIFT      | mean:0.582,std:0.095 | mean:0.534,std:0.081 | mean:0.36,std:0.024  | mean:0.588,std:0.124 | mean:0.45,std:0.056  | mean:0.646,std:0.096 | mean:0.716,std:0.039 | mean:0.402,std:0.056 |
|      DSIFT      | mean:0.984,std:0.015 | mean:0.982,std:0.018 | mean:0.978,std:0.016 | mean:0.954,std:0.019 | mean:0.992,std:0.01  | mean:0.988,std:0.016 | mean:0.948,std:0.026 | mean:0.984,std:0.014 |
|       SURF      | mean:0.416,std:0.143 | mean:0.338,std:0.153 | mean:0.354,std:0.068 | mean:0.358,std:0.182 | mean:0.404,std:0.077 | mean:0.562,std:0.056 | mean:0.448,std:0.029 | mean:0.398,std:0.062 |
|      DSURF      | mean:0.884,std:0.02  | mean:0.754,std:0.076 | mean:0.89,std:0.066  | mean:0.878,std:0.017 | mean:0.82,std:0.046  | mean:0.814,std:0.06  | mean:0.86,std:0.039  | mean:0.912,std:0.029 |
|       HOG       | mean:0.98,std:0.013  | mean:0.972,std:0.019 | mean:0.988,std:0.01  | mean:0.962,std:0.012 | mean:0.984,std:0.015 | mean:0.984,std:0.008 | mean:0.95,std:0.017  | mean:0.988,std:0.01  |
|       DHOG      | mean:0.912,std:0.031 | mean:0.834,std:0.03  | mean:0.94,std:0.031  | mean:0.916,std:0.024 | mean:0.844,std:0.03  | mean:0.882,std:0.046 | mean:0.934,std:0.029 | mean:0.908,std:0.038 |
|       LBP       | mean:0.882,std:0.067 | mean:0.236,std:0.269 | mean:0.082,std:0.164 | mean:0.626,std:0.237 | mean:0.026,std:0.052 | mean:0.29,std:0.239  | mean:0.882,std:0.03  | mean:0.324,std:0.291 |
|       DLBP      | mean:0.914,std:0.027 | mean:0.77,std:0.028  | mean:0.846,std:0.049 | mean:0.894,std:0.023 | mean:0.796,std:0.062 | mean:0.974,std:0.008 | mean:0.926,std:0.023 | mean:0.986,std:0.017 |
|      CSLBP      | mean:0.41,std:0.189  | mean:0.706,std:0.031 | mean:0.296,std:0.113 | mean:0.95,std:0.027  | mean:0.202,std:0.209 | mean:0.67,std:0.048  | mean:0.826,std:0.02  | mean:0.468,std:0.216 |
|       CLBP      | mean:0.876,std:0.016 | mean:0.884,std:0.044 | mean:0.622,std:0.064 | mean:0.76,std:0.099  | mean:0.954,std:0.01  | mean:0.688,std:0.112 | mean:0.75,std:0.085  | mean:0.894,std:0.038 |
|        LM       | mean:0.986,std:0.012 | mean:0.976,std:0.029 | mean:0.98,std:0.019  | mean:0.988,std:0.01  | mean:0.988,std:0.01  | mean:0.986,std:0.017 | mean:0.972,std:0.019 | mean:0.986,std:0.012 |
|       MR8       | mean:0.992,std:0.01  | mean:0.98,std:0.011  | mean:0.988,std:0.01  | mean:0.972,std:0.019 | mean:0.992,std:0.01  | mean:0.988,std:0.01  | mean:0.976,std:0.005 | mean:0.984,std:0.014 |
|       BGP       | mean:0.988,std:0.01  | mean:0.976,std:0.016 | mean:0.976,std:0.014 | mean:0.982,std:0.018 | mean:0.974,std:0.012 | mean:0.986,std:0.012 | mean:0.948,std:0.021 | mean:0.982,std:0.015 |
|       GIST      | mean:0.988,std:0.01  | mean:0.772,std:0.307 | mean:0.966,std:0.01  | mean:0.984,std:0.014 | mean:0.948,std:0.017 | mean:0.988,std:0.01  | mean:0.722,std:0.169 | mean:0.984,std:0.008 |
|      LOHWEG     |   mean:0.0,std:0.0   |   mean:0.0,std:0.0   |   mean:0.0,std:0.0   |   mean:0.0,std:0.0   |   mean:0.0,std:0.0   |   mean:0.0,std:0.0   |   mean:0.0,std:0.0   |   mean:0.0,std:0.0   |
|      PATCH3     | mean:0.96,std:0.024  | mean:0.93,std:0.022  | mean:0.63,std:0.117  | mean:0.972,std:0.023 | mean:0.972,std:0.019 | mean:0.936,std:0.03  | mean:0.84,std:0.021  | mean:0.992,std:0.01  |
|      PATCH7     | mean:0.954,std:0.019 | mean:0.636,std:0.08  | mean:0.958,std:0.023 | mean:0.968,std:0.025 | mean:0.944,std:0.039 | mean:0.93,std:0.032  | mean:0.934,std:0.038 | mean:0.944,std:0.017 |
| AUTOCORRELOGRAM | mean:0.482,std:0.069 | mean:0.568,std:0.072 | mean:0.472,std:0.061 | mean:0.446,std:0.084 | mean:0.428,std:0.041 | mean:0.66,std:0.083  | mean:0.358,std:0.06  | mean:0.668,std:0.048 |
|       SFTA      | mean:0.878,std:0.046 | mean:0.644,std:0.108 | mean:0.776,std:0.055 | mean:0.844,std:0.048 | mean:0.944,std:0.017 | mean:0.902,std:0.032 | mean:0.67,std:0.072  | mean:0.888,std:0.038 |
|       WLD       | mean:0.54,std:0.044  | mean:0.534,std:0.097 | mean:0.134,std:0.115 | mean:0.458,std:0.112 | mean:0.654,std:0.103 | mean:0.306,std:0.236 | mean:0.762,std:0.058 | mean:0.654,std:0.054 |
|       LPQ       | mean:0.918,std:0.05  | mean:0.794,std:0.112 | mean:0.722,std:0.15  | mean:0.958,std:0.019 | mean:0.788,std:0.076 | mean:0.762,std:0.088 | mean:0.814,std:0.005 | mean:0.886,std:0.02  |
|       BSIF      | mean:0.972,std:0.007 | mean:0.962,std:0.012 | mean:0.978,std:0.012 | mean:0.962,std:0.015 | mean:0.972,std:0.017 | mean:0.962,std:0.017 |  mean:0.93,std:0.02  | mean:0.966,std:0.01  |
|     ALEXNET     | mean:0.882,std:0.039 | mean:0.964,std:0.029 | mean:0.914,std:0.044 | mean:0.934,std:0.02  | mean:0.936,std:0.026 | mean:0.948,std:0.019 |  mean:0.94,std:0.02  | mean:0.986,std:0.008 |
|      VGG_M      | mean:0.848,std:0.052 | mean:0.954,std:0.016 | mean:0.922,std:0.038 | mean:0.894,std:0.029 | mean:0.944,std:0.019 | mean:0.94,std:0.019  | mean:0.97,std:0.027  | mean:0.974,std:0.017 |
|    INCEPTION    | mean:0.906,std:0.035 | mean:0.93,std:0.028  | mean:0.908,std:0.012 | mean:0.942,std:0.017 | mean:0.924,std:0.023 | mean:0.954,std:0.01  | mean:0.944,std:0.008 | mean:0.958,std:0.019 |
+-----------------+----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+

++++++++++++++++++++++++++++++++++++++++++
Initiating model: CUEURB1
++++++++++++++++++++++++++++++++++++++++++
+-----------------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+
|   Feature\Rois  | TP0 | FP0 | TN0 | FN0 | FScore0 | TP1 | FP1 | TN1 | FN1 | FScore1 | TP2 | FP2 | TN2 | FN2 | FScore2 | TP3 | FP3 | TN3 | FN3 | FScore3 | TP4 | FP4 | TN4 | FN4 | FScore4 |
+-----------------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+
|   CORRELATION   |  46 |  38 |  55 |  49 |   0.56  |  67 |  2  |  22 |  97 |   0.31  |  78 |  1  |  15 |  94 |   0.24  |  72 |  0  |  1  | 115 |   0.02  |  8  |  62 |  83 |  35 |   0.63  |
|   CORRELATION   |  2  |  82 |  92 |  12 |   0.66  |  51 |  18 |  49 |  70 |   0.53  |  5  |  74 |  84 |  25 |   0.63  |  0  |  72 | 114 |  2  |   0.75  |  70 |  0  |  0  | 118 |   0.0   |
|   CORRELATION   |  63 |  21 |  72 |  32 |   0.73  |  51 |  18 |  90 |  29 |   0.79  |  51 |  28 |  78 |  31 |   0.73  |  48 |  24 |  88 |  28 |   0.77  |  45 |  25 |  89 |  29 |   0.77  |
|   CORRELATION   |  84 |  0  |  88 |  16 |   0.92  |  69 |  0  | 102 |  17 |   0.92  |  79 |  0  |  88 |  21 |   0.89  |  72 |  0  |  97 |  19 |   0.91  |  70 |  0  |  99 |  19 |   0.91  |
|   CORRELATION   |  71 |  13 |  84 |  20 |   0.84  |  69 |  0  |  65 |  54 |   0.71  |  68 |  11 |  88 |  21 |   0.85  |  68 |  4  |  94 |  22 |   0.88  |  6  |  64 | 114 |  4  |   0.77  |
|   CORRELATION   |  73 |  11 |  84 |  20 |   0.84  |  69 |  0  |  57 |  62 |   0.65  |  56 |  23 |  94 |  15 |   0.83  |  43 |  29 | 102 |  14 |   0.83  |  21 |  49 | 114 |  4  |   0.81  |
|       SSIM      |  83 |  1  |  35 |  69 |   0.5   |  16 |  53 |  72 |  47 |   0.59  |  3  |  76 |  69 |  40 |   0.54  |  0  |  72 |  84 |  32 |   0.62  |  0  |  70 | 118 |  0  |   0.77  |
|       SSIM      |  84 |  0  |  0  | 104 |   0.0   |  0  |  69 | 102 |  17 |   0.7   |  0  |  79 | 100 |  9  |   0.69  |  72 |  0  |  0  | 116 |   0.0   |  70 |  0  |  6  | 112 |   0.1   |
|       SSIM      |  63 |  21 |  75 |  29 |   0.75  |  47 |  22 |  92 |  27 |   0.79  |  51 |  28 |  75 |  34 |   0.71  |  7  |  65 |  46 |  70 |   0.41  |  55 |  15 |  89 |  29 |   0.8   |
|       SSIM      |  70 |  14 |  77 |  27 |   0.79  |  63 |  6  |  93 |  26 |   0.85  |  71 |  8  |  75 |  34 |   0.78  |  61 |  11 |  83 |  33 |   0.79  |  57 |  13 |  88 |  30 |   0.8   |
|       SSIM      |  83 |  1  |  92 |  12 |   0.93  |  68 |  1  | 102 |  17 |   0.92  |  76 |  3  |  92 |  17 |   0.9   |  72 |  0  |  99 |  17 |   0.92  |  67 |  3  | 107 |  11 |   0.94  |
|       SSIM      |  59 |  25 |  69 |  35 |   0.7   |  43 |  26 |  81 |  38 |   0.72  |  45 |  34 |  76 |  33 |   0.69  |  45 |  27 |  90 |  26 |   0.77  |  47 |  23 |  81 |  37 |   0.73  |
|       FSIM      |  41 |  43 |  91 |  13 |   0.76  |  14 |  55 | 119 |  0  |   0.81  |  33 |  46 |  99 |  10 |   0.78  |  28 |  44 | 107 |  9  |   0.8   |  0  |  70 | 118 |  0  |   0.77  |
|       FSIM      |  41 |  43 |  65 |  39 |   0.61  |  34 |  35 |  97 |  22 |   0.77  |  0  |  79 | 109 |  0  |   0.73  |  12 |  60 | 112 |  4  |   0.78  |  70 |  0  |  0  | 118 |   0.0   |
|       FSIM      |  0  |  84 | 104 |  0  |   0.71  |  0  |  69 | 119 |  0  |   0.78  |  29 |  50 |  95 |  14 |   0.75  |  40 |  32 |  86 |  30 |   0.74  |  46 |  24 |  86 |  32 |   0.75  |
|       FSIM      |  0  |  84 | 104 |  0  |   0.71  |  11 |  58 | 119 |  0  |   0.8   |  25 |  54 |  99 |  10 |   0.76  |  72 |  0  |  0  | 116 |   0.0   |  47 |  23 |  87 |  31 |   0.76  |
|       FSIM      |  16 |  68 |  94 |  10 |   0.71  |  41 |  28 |  81 |  38 |   0.71  |  44 |  35 |  79 |  30 |   0.71  |  41 |  31 |  80 |  36 |   0.7   |  0  |  70 | 118 |  0  |   0.77  |
|       FSIM      |  37 |  47 |  37 |  67 |   0.39  |  43 |  26 |  78 |  41 |   0.7   |  50 |  29 |  76 |  33 |   0.71  |  36 |  36 |  33 |  83 |   0.36  |  40 |  30 |  79 |  39 |   0.7   |
|     AVCIBAS     |  74 |  10 |  49 |  55 |   0.6   |  11 |  58 |  77 |  42 |   0.61  |  16 |  63 |  51 |  58 |   0.46  |  49 |  23 |  67 |  49 |   0.65  |  3  |  67 | 113 |  5  |   0.76  |
|     AVCIBAS     |  84 |  0  |  1  | 103 |   0.02  |  0  |  69 | 119 |  0  |   0.78  |  0  |  79 | 109 |  0  |   0.73  |  63 |  9  |  25 |  91 |   0.33  |  0  |  70 | 118 |  0  |   0.77  |
|     AVCIBAS     |  84 |  0  |  8  |  96 |   0.14  |  51 |  18 |  21 |  98 |   0.27  |  1  |  78 | 108 |  1  |   0.73  |  72 |  0  |  0  | 116 |   0.0   |  47 |  23 |  99 |  19 |   0.82  |
|     AVCIBAS     |  79 |  5  |  18 |  86 |   0.28  |  69 |  0  |  1  | 118 |   0.02  |  7  |  72 |  71 |  38 |   0.56  |  40 |  32 |  64 |  52 |   0.6   |  70 |  0  |  2  | 116 |   0.03  |
|     AVCIBAS     |  74 |  10 | 101 |  3  |   0.94  |  7  |  62 | 119 |  0  |   0.79  |  70 |  9  | 104 |  5  |   0.94  |  71 |  1  |  97 |  19 |   0.91  |  63 |  7  | 109 |  9  |   0.93  |
|     AVCIBAS     |  4  |  80 | 104 |  0  |   0.72  |  3  |  66 | 118 |  1  |   0.78  |  56 |  23 |  42 |  67 |   0.48  |  49 |  23 |  45 |  71 |   0.49  |  0  |  70 | 118 |  0  |   0.77  |
|   STATISTICAL   |  59 |  25 |  76 |  28 |   0.74  |  46 |  23 |  88 |  31 |   0.77  |  52 |  27 |  88 |  21 |   0.79  |  46 |  26 |  86 |  30 |   0.75  |  46 |  24 |  87 |  31 |   0.76  |
|   STATISTICAL   |  81 |  3  |  48 |  56 |   0.62  |  50 |  19 |  88 |  31 |   0.78  |  15 |  64 |  28 |  81 |   0.28  |  72 |  0  |  1  | 115 |   0.02  |  62 |  8  |  59 |  59 |   0.64  |
|   STATISTICAL   |  30 |  54 |  96 |  8  |   0.76  |  61 |  8  |  49 |  70 |   0.56  |  68 |  11 |  48 |  61 |   0.57  |  67 |  5  |  30 |  86 |   0.4   |  0  |  70 | 118 |  0  |   0.77  |
|   STATISTICAL   |  6  |  78 |  62 |  42 |   0.51  |  0  |  69 | 118 |  1  |   0.77  |  0  |  79 |  89 |  20 |   0.64  |  72 |  0  |  21 |  95 |   0.31  |  0  |  70 | 118 |  0  |   0.77  |
|   STATISTICAL   |  50 |  34 |  71 |  33 |   0.68  |  46 |  23 |  68 |  51 |   0.65  |  45 |  34 |  80 |  29 |   0.72  |  38 |  34 |  31 |  85 |   0.34  |  36 |  34 |  78 |  40 |   0.68  |
|   STATISTICAL   |  70 |  14 |  26 |  78 |   0.36  |  12 |  57 |  89 |  30 |   0.67  |  35 |  44 |  46 |  63 |   0.46  |  8  |  64 |  98 |  18 |   0.71  |  41 |  29 |  52 |  66 |   0.52  |
|       SIFT      |  81 |  3  |  75 |  29 |   0.82  |  63 |  6  |  65 |  54 |   0.68  |  53 |  26 |  78 |  31 |   0.73  |  70 |  2  |  81 |  35 |   0.81  |  26 |  44 |  68 |  50 |   0.59  |
|       SIFT      |  33 |  51 |  63 |  41 |   0.58  |  19 |  50 |  79 |  40 |   0.64  |  25 |  54 |  33 |  76 |   0.34  |  59 |  13 |  82 |  34 |   0.78  |  55 |  15 |  83 |  35 |   0.77  |
|       SIFT      |  25 |  59 |  36 |  68 |   0.36  |  61 |  8  |  83 |  36 |   0.79  |  21 |  58 |  39 |  70 |   0.38  |  26 |  46 | 103 |  13 |   0.78  |  66 |  4  |  88 |  30 |   0.84  |
|       SIFT      |  66 |  18 |  83 |  21 |   0.81  |  40 |  29 |  39 |  80 |   0.42  |  46 |  33 |  35 |  74 |   0.4   |  65 |  7  |  53 |  63 |   0.6   |  46 |  24 |  86 |  32 |   0.75  |
|       SIFT      |  76 |  8  |  63 |  41 |   0.72  |  24 |  45 |  50 |  69 |   0.47  |  25 |  54 |  72 |  37 |   0.61  |  60 |  12 |  71 |  45 |   0.71  |  29 |  41 |  63 |  55 |   0.57  |
|       SIFT      |  18 |  66 |  74 |  30 |   0.61  |  26 |  43 | 106 |  13 |   0.79  |  71 |  8  |  53 |  56 |   0.62  |  66 |  6  |  55 |  61 |   0.62  |  17 |  53 | 104 |  14 |   0.76  |
|      DSIFT      |  79 |  5  |  99 |  5  |   0.95  |  69 |  0  | 116 |  3  |   0.99  |  78 |  1  | 105 |  4  |   0.98  |  71 |  1  | 114 |  2  |   0.99  |  67 |  3  | 116 |  2  |   0.98  |
|      DSIFT      |  73 |  11 |  98 |  6  |   0.92  |  67 |  2  | 119 |  0  |   0.99  |  66 |  13 |  83 |  26 |   0.81  |  28 |  44 | 105 |  11 |   0.79  |  68 |  2  | 117 |  1  |   0.99  |
|      DSIFT      |  83 |  1  |  31 |  73 |   0.46  |  64 |  5  | 117 |  2  |   0.97  |  71 |  8  | 102 |  7  |   0.93  |  69 |  3  | 108 |  8  |   0.95  |  53 |  17 | 106 |  12 |   0.88  |
|      DSIFT      |  84 |  0  | 100 |  4  |   0.98  |  67 |  2  | 119 |  0  |   0.99  |  79 |  0  | 106 |  3  |   0.99  |  71 |  1  | 112 |  4  |   0.98  |  68 |  2  | 118 |  0  |   0.99  |
|      DSIFT      |  84 |  0  | 104 |  0  |   1.0   |  69 |  0  | 119 |  0  |   1.0   |  79 |  0  | 108 |  1  |   1.0   |  72 |  0  | 116 |  0  |   1.0   |  70 |  0  | 118 |  0  |   1.0   |
|      DSIFT      |  83 |  1  | 101 |  3  |   0.98  |  69 |  0  | 118 |  1  |   1.0   |  77 |  2  | 108 |  1  |   0.99  |  71 |  1  | 114 |  2  |   0.99  |  70 |  0  | 115 |  3  |   0.99  |
|       SURF      |  84 |  0  |  61 |  43 |   0.74  |  9  |  60 | 101 |  18 |   0.72  |  61 |  18 |  74 |  35 |   0.74  |  33 |  39 |  39 |  77 |   0.4   |  21 |  49 |  59 |  59 |   0.52  |
|       SURF      |  39 |  45 |  35 |  69 |   0.38  |  63 |  6  |  61 |  58 |   0.66  |  41 |  38 |  77 |  32 |   0.69  |  53 |  19 |  50 |  66 |   0.54  |  62 |  8  |  59 |  59 |   0.64  |
|       SURF      |  9  |  75 | 102 |  2  |   0.73  |  66 |  3  |  44 |  75 |   0.53  |  33 |  46 |  95 |  14 |   0.76  |  49 |  23 |  14 | 102 |   0.18  |  51 |  19 |  79 |  39 |   0.73  |
|       SURF      |  49 |  35 |  76 |  28 |   0.71  |  33 |  36 |  96 |  23 |   0.76  |  77 |  2  |  4  | 105 |   0.07  |  69 |  3  |  25 |  91 |   0.35  |  34 |  36 |  30 |  88 |   0.33  |
|       SURF      |  51 |  33 |  74 |  30 |   0.7   |  33 |  36 |  46 |  73 |   0.46  |  69 |  10 |  61 |  48 |   0.68  |  48 |  24 |  73 |  43 |   0.69  |  34 |  36 |  49 |  69 |   0.48  |
|       SURF      |  3  |  81 | 103 |  1  |   0.72  |  62 |  7  |  22 |  97 |   0.3   |  46 |  33 |  89 |  20 |   0.77  |  7  |  65 | 102 |  14 |   0.72  |  1  |  69 | 117 |  1  |   0.77  |
|      DSURF      |  78 |  6  |  96 |  8  |   0.93  |  66 |  3  | 105 |  14 |   0.93  |  74 |  5  | 101 |  8  |   0.94  |  55 |  17 | 113 |  3  |   0.92  |  19 |  51 |  33 |  85 |   0.33  |
|      DSURF      |  53 |  31 |  17 |  87 |   0.22  |  28 |  41 | 110 |  9  |   0.81  |  70 |  9  |  95 |  14 |   0.89  |  57 |  15 | 100 |  16 |   0.87  |  56 |  14 |  94 |  24 |   0.83  |
|      DSURF      |  58 |  26 |  80 |  24 |   0.76  |  61 |  8  |  62 |  57 |   0.66  |  49 |  30 |  64 |  45 |   0.63  |  56 |  16 |  34 |  82 |   0.41  |  51 |  19 | 108 |  10 |   0.88  |
