++++++++++++++++++++++++++++++++++++++++++
Initiating model: CUEURA1
++++++++++++++++++++++++++++++++++++++++++
+-----------------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+
|   Feature\Rois  | TP0 | FP0 | TN0 | FN0 | FScore0 | TP1 | FP1 | TN1 | FN1 | FScore1 | TP2 | FP2 | TN2 | FN2 | FScore2 | TP3 | FP3 | TN3 | FN3 | FScore3 | TP4 | FP4 | TN4 | FN4 | FScore4 |
|        LM       |  83 |  1  | 102 |  2  |   0.99  |  68 |  1  | 116 |  3  |   0.98  |  79 |  0  | 107 |  2  |   0.99  |  72 |  0  | 116 |  0  |   1.0   |  70 |  0  | 117 |  1  |   1.0   |
|        LM       |  78 |  6  |  96 |  8  |   0.93  |  69 |  0  | 117 |  2  |   0.99  |  79 |  0  | 106 |  3  |   0.99  |  71 |  1  | 113 |  3  |   0.98  |  70 |  0  | 114 |  4  |   0.98  |
|        LM       |  84 |  0  | 102 |  2  |   0.99  |  69 |  0  | 119 |  0  |   1.0   |  79 |  0  | 108 |  1  |   1.0   |  72 |  0  | 112 |  4  |   0.98  |  70 |  0  | 118 |  0  |   1.0   |
|        LM       |  84 |  0  | 103 |  1  |   1.0   |  68 |  1  | 119 |  0  |   1.0   |  79 |  0  | 109 |  0  |   1.0   |  70 |  2  | 116 |  0  |   0.99  |  68 |  2  | 118 |  0  |   0.99  |
|        LM       |  84 |  0  | 103 |  1  |   1.0   |  69 |  0  | 119 |  0  |   1.0   |  79 |  0  | 108 |  1  |   1.0   |  68 |  4  | 116 |  0  |   0.98  |  70 |  0  | 117 |  1  |   1.0   |
|       MR8       |  84 |  0  | 104 |  0  |   1.0   |  69 |  0  | 118 |  1  |   1.0   |  79 |  0  | 109 |  0  |   1.0   |  72 |  0  | 116 |  0  |   1.0   |  70 |  0  | 118 |  0  |   1.0   |
|       MR8       |  84 |  0  | 103 |  1  |   1.0   |  69 |  0  | 119 |  0  |   1.0   |  79 |  0  | 108 |  1  |   1.0   |  72 |  0  | 116 |  0  |   1.0   |  70 |  0  | 117 |  1  |   1.0   |
|       MR8       |  84 |  0  | 102 |  2  |   0.99  |  68 |  1  | 119 |  0  |   1.0   |  79 |  0  | 108 |  1  |   1.0   |  72 |  0  | 114 |  2  |   0.99  |  70 |  0  | 118 |  0  |   1.0   |
|       MR8       |  84 |  0  | 102 |  2  |   0.99  |  69 |  0  | 119 |  0  |   1.0   |  79 |  0  | 109 |  0  |   1.0   |  72 |  0  | 116 |  0  |   1.0   |  70 |  0  | 118 |  0  |   1.0   |
|       MR8       |  84 |  0  | 103 |  1  |   1.0   |  69 |  0  | 119 |  0  |   1.0   |  79 |  0  | 108 |  1  |   1.0   |  72 |  0  | 116 |  0  |   1.0   |  70 |  0  | 117 |  1  |   1.0   |
|       MR8       |  84 |  0  | 103 |  1  |   1.0   |  69 |  0  | 119 |  0  |   1.0   |  79 |  0  | 109 |  0  |   1.0   |  72 |  0  | 116 |  0  |   1.0   |  70 |  0  | 117 |  1  |   1.0   |
|       BGP       |  84 |  0  | 103 |  1  |   1.0   |  69 |  0  | 119 |  0  |   1.0   |  79 |  0  | 107 |  2  |   0.99  |  72 |  0  | 115 |  1  |   1.0   |  70 |  0  | 117 |  1  |   1.0   |
|       BGP       |  82 |  2  | 104 |  0  |   0.99  |  67 |  2  | 119 |  0  |   0.99  |  76 |  3  | 108 |  1  |   0.98  |  70 |  2  | 115 |  1  |   0.99  |  67 |  3  | 118 |  0  |   0.99  |
|       BGP       |  82 |  2  |  99 |  5  |   0.97  |  66 |  3  | 119 |  0  |   0.99  |  79 |  0  | 105 |  4  |   0.98  |  72 |  0  | 111 |  5  |   0.98  |  68 |  2  | 112 |  6  |   0.97  |
|       BGP       |  84 |  0  | 104 |  0  |   1.0   |  66 |  3  | 115 |  4  |   0.97  |  79 |  0  | 108 |  1  |   1.0   |  71 |  1  | 115 |  1  |   0.99  |  69 |  1  | 116 |  2  |   0.99  |
|       BGP       |  83 |  1  | 104 |  0  |   1.0   |  65 |  4  | 119 |  0  |   0.98  |  79 |  0  | 108 |  1  |   1.0   |  71 |  1  | 116 |  0  |   1.0   |  70 |  0  | 117 |  1  |   1.0   |
|       BGP       |  82 |  2  | 103 |  1  |   0.99  |  68 |  1  | 119 |  0  |   1.0   |  78 |  1  | 107 |  2  |   0.99  |  67 |  5  | 116 |  0  |   0.98  |  69 |  1  | 117 |  1  |   0.99  |
|       GIST      |  69 |  15 |  95 |  9  |   0.89  |  43 |  26 |  39 |  80 |   0.42  |  78 |  1  | 101 |  8  |   0.96  |  72 |  0  | 107 |  9  |   0.96  |  70 |  0  | 109 |  9  |   0.96  |
|       GIST      |  46 |  38 |  76 |  28 |   0.7   |  69 |  0  | 102 |  17 |   0.92  |  79 |  0  |  98 |  11 |   0.95  |  71 |  1  | 101 |  15 |   0.93  |  62 |  8  | 114 |  4  |   0.95  |
|       GIST      |  84 |  0  | 100 |  4  |   0.98  |  63 |  6  | 112 |  7  |   0.95  |  79 |  0  | 105 |  4  |   0.98  |  72 |  0  | 112 |  4  |   0.98  |  66 |  4  | 108 |  10 |   0.94  |
|       GIST      |  83 |  1  |  92 |  12 |   0.93  |  43 |  26 | 119 |  0  |   0.9   |  60 |  19 | 109 |  0  |   0.92  |  71 |  1  | 109 |  7  |   0.96  |  70 |  0  | 111 |  7  |   0.97  |
|       GIST      |  74 |  10 | 104 |  0  |   0.95  |  53 |  16 | 112 |  7  |   0.91  |  73 |  6  | 109 |  0  |   0.97  |  71 |  1  | 115 |  1  |   0.99  |  67 |  3  | 118 |  0  |   0.99  |
|       GIST      |  83 |  1  |  97 |  7  |   0.96  |  38 |  31 |  48 |  71 |   0.48  |  72 |  7  |  94 |  15 |   0.9   |  58 |  14 |  87 |  29 |   0.8   |  66 |  4  | 107 |  11 |   0.93  |
|      LOHWEG     |  52 |  32 |  74 |  30 |   0.7   |  51 |  18 |  89 |  30 |   0.79  |  56 |  23 |  83 |  26 |   0.77  |  40 |  32 |  96 |  20 |   0.79  |  49 |  21 |  88 |  30 |   0.78  |
|      LOHWEG     |  84 |  0  |  0  | 104 |   0.0   |  69 |  0  |  0  | 119 |   0.0   |  1  |  78 | 109 |  0  |   0.74  |  1  |  71 | 116 |  0  |   0.77  |  2  |  68 | 118 |  0  |   0.78  |
|      LOHWEG     |  49 |  35 |  71 |  33 |   0.68  |  39 |  30 |  81 |  38 |   0.7   |  40 |  39 |  83 |  26 |   0.72  |  35 |  37 |  84 |  32 |   0.71  |  38 |  32 |  82 |  36 |   0.71  |
|      LOHWEG     |  58 |  26 |  71 |  33 |   0.71  |  44 |  25 |  89 |  30 |   0.76  |  48 |  31 |  87 |  22 |   0.77  |  49 |  23 |  78 |  38 |   0.72  |  46 |  24 |  88 |  30 |   0.77  |
|      LOHWEG     |  16 |  68 |  90 |  14 |   0.69  |  42 |  27 |  77 |  42 |   0.69  |  37 |  42 |  85 |  24 |   0.72  |  36 |  36 |  76 |  40 |   0.67  |  32 |  38 |  85 |  33 |   0.71  |
|      LOHWEG     |  48 |  36 |  64 |  40 |   0.63  |  43 |  26 |  86 |  33 |   0.74  |  45 |  34 |  76 |  33 |   0.69  |  41 |  31 |  80 |  36 |   0.7   |  45 |  25 |  75 |  43 |   0.69  |
|      PATCH3     |  67 |  17 |  78 |  26 |   0.78  |  36 |  33 | 113 |  6  |   0.85  |  28 |  51 |  47 |  62 |   0.45  |  14 |  58 |  58 |  58 |   0.5   |  23 |  47 |  49 |  69 |   0.46  |
|      PATCH3     |  32 |  52 |  92 |  12 |   0.74  |  29 |  40 |  45 |  74 |   0.44  |  22 |  57 | 103 |  6  |   0.77  |  48 |  24 |  90 |  26 |   0.78  |  49 |  21 |  51 |  67 |   0.54  |
|      PATCH3     |  62 |  22 |  73 |  31 |   0.73  |  57 |  12 |  49 |  70 |   0.54  |  22 |  57 |  69 |  40 |   0.59  |  23 |  49 |  55 |  61 |   0.5   |  46 |  24 |  74 |  44 |   0.69  |
|      PATCH3     |  81 |  3  | 102 |  2  |   0.98  |  47 |  22 | 115 |  4  |   0.9   |  61 |  18 | 105 |  4  |   0.91  |  62 |  10 | 108 |  8  |   0.92  |  65 |  5  |  94 |  24 |   0.87  |
|      PATCH3     |  83 |  1  | 102 |  2  |   0.99  |  66 |  3  | 119 |  0  |   0.99  |  78 |  1  | 108 |  1  |   0.99  |  72 |  0  | 116 |  0  |   1.0   |  67 |  3  | 116 |  2  |   0.98  |
|      PATCH3     |  71 |  13 | 102 |  2  |   0.93  |  66 |  3  | 113 |  6  |   0.96  |  74 |  5  | 106 |  3  |   0.96  |  64 |  8  | 110 |  6  |   0.94  |  57 |  13 | 113 |  5  |   0.93  |
|      PATCH7     |  84 |  0  | 104 |  0  |   1.0   |  68 |  1  | 105 |  14 |   0.93  |  68 |  11 | 106 |  3  |   0.94  |  62 |  10 |  84 |  32 |   0.8   |  63 |  7  | 116 |  2  |   0.96  |
|      PATCH7     |  56 |  28 |  18 |  86 |   0.24  |  33 |  36 |  38 |  81 |   0.39  |  33 |  46 |  89 |  20 |   0.73  |  48 |  24 |  88 |  28 |   0.77  |  50 |  20 |  65 |  53 |   0.64  |
|      PATCH7     |  76 |  8  |  22 |  82 |   0.33  |  60 |  9  |  46 |  73 |   0.53  |  16 |  63 |  62 |  47 |   0.53  |  21 |  51 |  92 |  24 |   0.71  |  59 |  11 |  89 |  29 |   0.82  |
|      PATCH7     |  81 |  3  | 103 |  1  |   0.98  |  69 |  0  | 118 |  1  |   1.0   |  75 |  4  | 109 |  0  |   0.98  |  72 |  0  | 116 |  0  |   1.0   |  70 |  0  | 117 |  1  |   1.0   |
|      PATCH7     |  43 |  41 |  89 |  15 |   0.76  |  28 |  41 |  91 |  28 |   0.73  |  48 |  31 |  73 |  36 |   0.69  |  44 |  28 |  37 |  79 |   0.41  |  41 |  29 |  83 |  35 |   0.72  |
|      PATCH7     |  81 |  3  | 102 |  2  |   0.98  |  67 |  2  | 118 |  1  |   0.99  |  79 |  0  | 109 |  0  |   1.0   |  71 |  1  | 115 |  1  |   0.99  |  68 |  2  | 116 |  2  |   0.98  |
| AUTOCORRELOGRAM |  42 |  42 |  49 |  55 |   0.5   |  38 |  31 |  61 |  58 |   0.58  |  29 |  50 |  62 |  47 |   0.56  |  41 |  31 |  68 |  48 |   0.63  |  36 |  34 |  84 |  34 |   0.71  |
| AUTOCORRELOGRAM |  52 |  32 |  56 |  48 |   0.58  |  30 |  39 |  74 |  45 |   0.64  |  47 |  32 |  66 |  43 |   0.64  |  52 |  20 |  74 |  42 |   0.7   |  43 |  27 |  76 |  42 |   0.69  |
| AUTOCORRELOGRAM |  42 |  42 |  70 |  34 |   0.65  |  40 |  29 |  80 |  39 |   0.7   |  43 |  36 |  66 |  43 |   0.63  |  55 |  17 |  68 |  48 |   0.68  |  42 |  28 |  76 |  42 |   0.68  |
| AUTOCORRELOGRAM |  60 |  24 |  75 |  29 |   0.74  |  49 |  20 |  75 |  44 |   0.7   |  48 |  31 |  77 |  32 |   0.71  |  44 |  28 |  69 |  47 |   0.65  |  40 |  30 |  88 |  30 |   0.75  |
| AUTOCORRELOGRAM |  67 |  17 |  94 |  10 |   0.87  |  54 |  15 |  84 |  35 |   0.77  |  50 |  29 |  89 |  20 |   0.78  |  45 |  27 |  93 |  23 |   0.79  |  55 |  15 | 104 |  14 |   0.88  |
| AUTOCORRELOGRAM |  46 |  38 |  56 |  48 |   0.57  |  41 |  28 |  80 |  39 |   0.7   |  40 |  39 |  66 |  43 |   0.62  |  33 |  39 |  66 |  50 |   0.6   |  34 |  36 |  65 |  53 |   0.59  |
|       SFTA      |  10 |  74 | 100 |  4  |   0.72  |  33 |  36 |  30 |  89 |   0.32  |  76 |  3  |  46 |  63 |   0.58  |  37 |  35 |  22 |  94 |   0.25  |  44 |  26 |  92 |  26 |   0.78  |
|       SFTA      |  84 |  0  |  2  | 102 |   0.04  |  47 |  22 |  17 | 102 |   0.22  |  68 |  11 |  47 |  62 |   0.56  |  66 |  6  |  21 |  95 |   0.29  |  68 |  2  |  4  | 114 |   0.06  |
|       SFTA      |  64 |  20 |  97 |  7  |   0.88  |  69 |  0  |  11 | 108 |   0.17  |  51 |  28 | 105 |  4  |   0.87  |  72 |  0  |  79 |  37 |   0.81  |  48 |  22 | 115 |  3  |   0.9   |
|       SFTA      |  77 |  7  |  60 |  44 |   0.7   |  37 |  32 |  25 |  94 |   0.28  |  63 |  16 |  82 |  27 |   0.79  |  71 |  1  |  18 |  98 |   0.27  |  30 |  40 | 105 |  13 |   0.8   |
|       SFTA      |  83 |  1  | 101 |  3  |   0.98  |  69 |  0  | 118 |  1  |   1.0   |  72 |  7  | 105 |  4  |   0.95  |  70 |  2  | 113 |  3  |   0.98  |  70 |  0  | 118 |  0  |   1.0   |
|       SFTA      |  73 |  11 |  98 |  6  |   0.92  |  66 |  3  | 110 |  9  |   0.95  |  74 |  5  | 106 |  3  |   0.96  |  59 |  13 | 111 |  5  |   0.93  |  64 |  6  | 109 |  9  |   0.94  |
|       WLD       |  54 |  30 |  55 |  49 |   0.58  |  67 |  2  |  89 |  30 |   0.85  |  63 |  16 |  80 |  29 |   0.78  |  72 |  0  |  38 |  78 |   0.49  |  65 |  5  |  95 |  23 |   0.87  |
|       WLD       |  46 |  38 |  64 |  40 |   0.62  |  64 |  5  |  54 |  65 |   0.61  |  58 |  21 |  20 |  89 |   0.27  |  51 |  21 |  68 |  48 |   0.66  |  20 |  50 | 101 |  17 |   0.75  |
|       WLD       |  81 |  3  |  19 |  85 |   0.3   |  58 |  11 |  14 | 105 |   0.19  |  52 |  27 |  83 |  26 |   0.76  |  38 |  34 |  64 |  52 |   0.6   |  31 |  39 | 105 |  13 |   0.8   |
|       WLD       |  72 |  12 |  18 |  86 |   0.27  |  53 |  16 |  27 |  92 |   0.33  |  62 |  17 |  78 |  31 |   0.76  |  32 |  40 |  60 |  56 |   0.56  |  16 |  54 | 109 |  9  |   0.78  |
|       WLD       |  22 |  62 |  89 |  15 |   0.7   |  63 |  6  |  3  | 116 |   0.05  |  60 |  19 |  63 |  46 |   0.66  |  32 |  40 |  72 |  44 |   0.63  |  26 |  44 |  95 |  23 |   0.74  |
|       WLD       |  64 |  20 |  48 |  56 |   0.56  |  68 |  1  |  1  | 118 |   0.02  |  10 |  69 | 109 |  0  |   0.76  |  22 |  50 |  95 |  21 |   0.73  |  40 |  30 |  96 |  22 |   0.79  |
|       LPQ       |  64 |  20 |  88 |  16 |   0.83  |  63 |  6  | 102 |  17 |   0.9   |  37 |  42 |  45 |  64 |   0.46  |  54 |  18 | 110 |  6  |   0.9   |  34 |  36 | 118 |  0  |   0.87  |
|       LPQ       |  47 |  37 |  95 |  9  |   0.81  |  53 |  16 |  99 |  20 |   0.85  |  60 |  19 |  20 |  89 |   0.27  |  34 |  38 |  77 |  39 |   0.67  |  40 |  30 |  35 |  83 |   0.38  |
|       LPQ       |  52 |  32 |  99 |  5  |   0.84  |  48 |  21 |  80 |  39 |   0.73  |  27 |  52 |  97 |  12 |   0.75  |  42 |  30 | 105 |  11 |   0.84  |  30 |  40 |  64 |  54 |   0.58  |
|       LPQ       |  63 |  21 |  92 |  12 |   0.85  |  49 |  20 | 111 |  8  |   0.89  |  51 |  28 | 101 |  8  |   0.85  |  66 |  6  |  99 |  17 |   0.9   |  50 |  20 |  98 |  20 |   0.83  |
|       LPQ       |  78 |  6  |  96 |  8  |   0.93  |  66 |  3  | 110 |  9  |   0.95  |  62 |  17 | 102 |  7  |   0.89  |  66 |  6  | 108 |  8  |   0.94  |  68 |  2  | 111 |  7  |   0.96  |
|       LPQ       |  73 |  11 |  95 |  9  |   0.9   |  61 |  8  |  92 |  27 |   0.84  |  66 |  13 |  99 |  10 |   0.9   |  56 |  16 | 110 |  6  |   0.91  |  55 |  15 | 107 |  11 |   0.89  |
|       BSIF      |  84 |  0  | 100 |  4  |   0.98  |  52 |  17 |  62 |  57 |   0.63  |  79 |  0  | 106 |  3  |   0.99  |  72 |  0  | 115 |  1  |   1.0   |  56 |  14 |  79 |  39 |   0.75  |
|       BSIF      |  84 |  0  | 102 |  2  |   0.99  |  68 |  1  | 118 |  1  |   0.99  |  79 |  0  | 107 |  2  |   0.99  |  72 |  0  | 115 |  1  |   1.0   |  69 |  1  | 116 |  2  |   0.99  |
|       BSIF      |  84 |  0  | 100 |  4  |   0.98  |  66 |  3  | 116 |  3  |   0.97  |  79 |  0  | 106 |  3  |   0.99  |  71 |  1  | 110 |  6  |   0.97  |  62 |  8  | 114 |  4  |   0.95  |
|       BSIF      |  84 |  0  | 102 |  2  |   0.99  |  66 |  3  | 111 |  8  |   0.95  |  79 |  0  | 106 |  3  |   0.99  |  71 |  1  | 112 |  4  |   0.98  |  70 |  0  | 116 |  2  |   0.99  |
|       BSIF      |  84 |  0  | 103 |  1  |   1.0   |  69 |  0  | 119 |  0  |   1.0   |  79 |  0  | 109 |  0  |   1.0   |  72 |  0  | 116 |  0  |   1.0   |  70 |  0  | 117 |  1  |   1.0   |
|       BSIF      |  84 |  0  |  99 |  5  |   0.98  |  69 |  0  | 118 |  1  |   1.0   |  79 |  0  | 107 |  2  |   0.99  |  72 |  0  | 115 |  1  |   1.0   |  70 |  0  | 115 |  3  |   0.99  |
|     ALEXNET     |  84 |  0  | 102 |  2  |   0.99  |  69 |  0  | 117 |  2  |   0.99  |  79 |  0  | 108 |  1  |   1.0   |  72 |  0  | 116 |  0  |   1.0   |  69 |  1  | 115 |  3  |   0.98  |
|     ALEXNET     |  83 |  1  | 100 |  4  |   0.98  |  66 |  3  | 117 |  2  |   0.98  |  77 |  2  | 105 |  4  |   0.97  |  72 |  0  | 112 |  4  |   0.98  |  69 |  1  | 115 |  3  |   0.98  |
|     ALEXNET     |  83 |  1  | 101 |  3  |   0.98  |  69 |  0  | 112 |  7  |   0.97  |  77 |  2  | 105 |  4  |   0.97  |  70 |  2  | 107 |  9  |   0.95  |  68 |  2  | 112 |  6  |   0.97  |
|     ALEXNET     |  82 |  2  | 101 |  3  |   0.98  |  69 |  0  | 112 |  7  |   0.97  |  73 |  6  | 103 |  6  |   0.94  |  72 |  0  | 113 |  3  |   0.99  |  69 |  1  | 117 |  1  |   0.99  |
|     ALEXNET     |  83 |  1  | 101 |  3  |   0.98  |  69 |  0  | 118 |  1  |   1.0   |  79 |  0  | 109 |  0  |   1.0   |  71 |  1  | 115 |  1  |   0.99  |  69 |  1  | 117 |  1  |   0.99  |
|     ALEXNET     |  83 |  1  | 102 |  2  |   0.99  |  68 |  1  | 118 |  1  |   0.99  |  78 |  1  | 108 |  1  |   0.99  |  70 |  2  | 115 |  1  |   0.99  |  68 |  2  | 117 |  1  |   0.99  |
|      VGG_M      |  84 |  0  | 103 |  1  |   1.0   |  69 |  0  | 116 |  3  |   0.99  |  79 |  0  | 108 |  1  |   1.0   |  72 |  0  | 115 |  1  |   1.0   |  68 |  2  | 115 |  3  |   0.98  |
|      VGG_M      |  81 |  3  | 102 |  2  |   0.98  |  67 |  2  | 119 |  0  |   0.99  |  76 |  3  | 106 |  3  |   0.97  |  72 |  0  | 113 |  3  |   0.99  |  69 |  1  | 116 |  2  |   0.99  |
|      VGG_M      |  80 |  4  | 102 |  2  |   0.97  |  69 |  0  | 117 |  2  |   0.99  |  77 |  2  | 106 |  3  |   0.98  |  69 |  3  | 111 |  5  |   0.97  |  67 |  3  | 115 |  3  |   0.97  |
|      VGG_M      |  80 |  4  | 100 |  4  |   0.96  |  68 |  1  | 118 |  1  |   0.99  |  76 |  3  | 107 |  2  |   0.98  |  71 |  1  | 114 |  2  |   0.99  |  69 |  1  | 116 |  2  |   0.99  |
|      VGG_M      |  84 |  0  | 102 |  2  |   0.99  |  68 |  1  | 118 |  1  |   0.99  |  78 |  1  | 108 |  1  |   0.99  |  71 |  1  | 115 |  1  |   0.99  |  69 |  1  | 117 |  1  |   0.99  |
|      VGG_M      |  82 |  2  | 103 |  1  |   0.99  |  69 |  0  | 116 |  3  |   0.99  |  76 |  3  | 105 |  4  |   0.97  |  71 |  1  | 114 |  2  |   0.99  |  67 |  3  | 115 |  3  |   0.97  |
|    INCEPTION    |  83 |  1  | 100 |  4  |   0.98  |  67 |  2  | 117 |  2  |   0.98  |  77 |  2  | 105 |  4  |   0.97  |  71 |  1  | 114 |  2  |   0.99  |  69 |  1  | 114 |  4  |   0.98  |
|    INCEPTION    |  78 |  6  | 100 |  4  |   0.95  |  67 |  2  | 116 |  3  |   0.98  |  77 |  2  | 106 |  3  |   0.98  |  70 |  2  | 113 |  3  |   0.98  |  68 |  2  | 114 |  4  |   0.97  |
|    INCEPTION    |  80 |  4  |  95 |  9  |   0.94  |  65 |  4  | 109 |  10 |   0.94  |  72 |  7  | 104 |  5  |   0.95  |  70 |  2  | 111 |  5  |   0.97  |  68 |  2  | 110 |  8  |   0.96  |
|    INCEPTION    |  75 |  9  |  98 |  6  |   0.93  |  66 |  3  | 113 |  6  |   0.96  |  72 |  7  | 103 |  6  |   0.94  |  70 |  2  | 111 |  5  |   0.97  |  67 |  3  | 114 |  4  |   0.97  |
|    INCEPTION    |  83 |  1  |  99 |  5  |   0.97  |  67 |  2  | 116 |  3  |   0.98  |  79 |  0  | 106 |  3  |   0.99  |  71 |  1  | 115 |  1  |   0.99  |  69 |  1  | 115 |  3  |   0.98  |
|    INCEPTION    |  76 |  8  |  98 |  6  |   0.93  |  65 |  4  | 114 |  5  |   0.96  |  74 |  5  | 104 |  5  |   0.95  |  69 |  3  | 109 |  7  |   0.96  |  65 |  5  | 113 |  5  |   0.96  |
+-----------------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+
+-----------------+----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+
|     Feature     |          0           |          1           |          2           |          3           |          4           |          5           |
+-----------------+----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+
|   CORRELATION   | mean:0.352,std:0.221 | mean:0.514,std:0.266 | mean:0.758,std:0.024 | mean:0.91,std:0.011  | mean:0.81,std:0.062  | mean:0.792,std:0.072 |
|       SSIM      | mean:0.604,std:0.093 | mean:0.298,std:0.326 | mean:0.692,std:0.145 | mean:0.802,std:0.025 | mean:0.922,std:0.013 | mean:0.722,std:0.028 |
|       FSIM      | mean:0.784,std:0.019 | mean:0.578,std:0.295 | mean:0.746,std:0.022 | mean:0.606,std:0.304 | mean:0.72,std:0.025  | mean:0.572,std:0.161 |
|     AVCIBAS     | mean:0.616,std:0.096 | mean:0.526,std:0.303 | mean:0.392,std:0.325 | mean:0.298,std:0.249 | mean:0.902,std:0.057 | mean:0.648,std:0.135 |
|   STATISTICAL   | mean:0.762,std:0.017 | mean:0.468,std:0.278 | mean:0.612,std:0.139 |  mean:0.6,std:0.174  | mean:0.614,std:0.139 | mean:0.544,std:0.13  |
|       SIFT      | mean:0.726,std:0.085 | mean:0.622,std:0.16  | mean:0.63,std:0.213  | mean:0.596,std:0.167 | mean:0.616,std:0.093 | mean:0.68,std:0.078  |
|      DSIFT      | mean:0.978,std:0.015 |  mean:0.9,std:0.086  | mean:0.838,std:0.191 | mean:0.986,std:0.005 |   mean:1.0,std:0.0   | mean:0.99,std:0.006  |
|       SURF      | mean:0.624,std:0.139 | mean:0.582,std:0.113 | mean:0.586,std:0.219 | mean:0.444,std:0.258 | mean:0.602,std:0.108 | mean:0.656,std:0.179 |
|      DSURF      |  mean:0.81,std:0.24  | mean:0.724,std:0.254 | mean:0.668,std:0.156 | mean:0.752,std:0.229 | mean:0.982,std:0.012 | mean:0.944,std:0.019 |
|       HOG       |   mean:1.0,std:0.0   |   mean:1.0,std:0.0   |   mean:1.0,std:0.0   |   mean:1.0,std:0.0   |   mean:1.0,std:0.0   | mean:0.998,std:0.004 |
|       DHOG      | mean:0.958,std:0.012 | mean:0.95,std:0.025  | mean:0.938,std:0.02  | mean:0.974,std:0.005 | mean:0.996,std:0.005 | mean:0.974,std:0.005 |
|       LBP       | mean:0.948,std:0.004 | mean:0.87,std:0.021  | mean:0.888,std:0.013 | mean:0.88,std:0.033  | mean:0.894,std:0.026 |  mean:0.9,std:0.006  |
|       DLBP      | mean:0.968,std:0.01  | mean:0.98,std:0.006  | mean:0.938,std:0.018 | mean:0.944,std:0.01  | mean:0.962,std:0.007 | mean:0.948,std:0.019 |
|      CSLBP      | mean:0.908,std:0.016 | mean:0.828,std:0.007 | mean:0.884,std:0.029 | mean:0.84,std:0.014  | mean:0.858,std:0.007 | mean:0.876,std:0.015 |
|       CLBP      | mean:0.652,std:0.115 | mean:0.67,std:0.272  | mean:0.904,std:0.029 | mean:0.78,std:0.119  | mean:0.692,std:0.072 | mean:0.898,std:0.013 |
|        LM       |   mean:1.0,std:0.0   | mean:0.992,std:0.007 | mean:0.974,std:0.022 | mean:0.994,std:0.008 | mean:0.996,std:0.005 | mean:0.996,std:0.008 |
|       MR8       |   mean:1.0,std:0.0   |   mean:1.0,std:0.0   | mean:0.996,std:0.005 | mean:0.998,std:0.004 |   mean:1.0,std:0.0   |   mean:1.0,std:0.0   |
|       BGP       | mean:0.998,std:0.004 | mean:0.988,std:0.004 | mean:0.978,std:0.007 | mean:0.99,std:0.011  | mean:0.996,std:0.008 | mean:0.99,std:0.006  |
|       GIST      | mean:0.838,std:0.211 | mean:0.89,std:0.096  | mean:0.966,std:0.017 | mean:0.936,std:0.026 | mean:0.962,std:0.03  | mean:0.814,std:0.175 |
|      LOHWEG     | mean:0.766,std:0.034 | mean:0.458,std:0.374 | mean:0.704,std:0.014 | mean:0.746,std:0.026 | mean:0.696,std:0.017 | mean:0.69,std:0.035  |
|      PATCH3     | mean:0.608,std:0.171 | mean:0.654,std:0.138 | mean:0.61,std:0.087  | mean:0.916,std:0.036 | mean:0.99,std:0.006  | mean:0.944,std:0.014 |
|      PATCH7     | mean:0.926,std:0.067 | mean:0.554,std:0.205 | mean:0.584,std:0.168 | mean:0.992,std:0.01  | mean:0.662,std:0.128 | mean:0.988,std:0.007 |
| AUTOCORRELOGRAM | mean:0.596,std:0.071 | mean:0.65,std:0.043  | mean:0.668,std:0.025 | mean:0.71,std:0.035  | mean:0.818,std:0.047 | mean:0.616,std:0.045 |
|       SFTA      | mean:0.53,std:0.211  | mean:0.234,std:0.188 | mean:0.726,std:0.28  | mean:0.568,std:0.242 | mean:0.982,std:0.018 | mean:0.94,std:0.014  |
|       WLD       | mean:0.714,std:0.152 | mean:0.582,std:0.164 | mean:0.53,std:0.245  | mean:0.54,std:0.211  | mean:0.556,std:0.256 | mean:0.572,std:0.287 |
|       LPQ       | mean:0.792,std:0.168 | mean:0.596,std:0.232 | mean:0.748,std:0.095 | mean:0.864,std:0.027 | mean:0.934,std:0.024 | mean:0.888,std:0.025 |
|       BSIF      | mean:0.87,std:0.152  | mean:0.992,std:0.004 | mean:0.972,std:0.013 | mean:0.98,std:0.015  |   mean:1.0,std:0.0   | mean:0.992,std:0.007 |
|     ALEXNET     | mean:0.992,std:0.007 | mean:0.978,std:0.004 | mean:0.968,std:0.01  | mean:0.974,std:0.019 | mean:0.992,std:0.007 |  mean:0.99,std:0.0   |
|      VGG_M      | mean:0.994,std:0.008 | mean:0.984,std:0.008 | mean:0.976,std:0.008 | mean:0.982,std:0.012 |  mean:0.99,std:0.0   | mean:0.982,std:0.01  |
|    INCEPTION    | mean:0.98,std:0.006  | mean:0.972,std:0.012 | mean:0.952,std:0.012 | mean:0.954,std:0.016 | mean:0.982,std:0.007 | mean:0.952,std:0.012 |
+-----------------+----------------------+----------------------+----------------------+----------------------+----------------------+----------------------+

